design,folder,part_a_source,part_b_source,printer,file_type,file_name,sku,theme,print_time_h,objects_pre_merge,color_changes,model_material_g,total_material_g,colors_used,per_color_g,time_add_per_wig_min,filament_per_unit_g,time_per_gram_min,waste_per_unit_g,throughput_wig_day,plate_utilization_pct,object_area_mm2,available_area_mm2,bed_area_mm2,exclusion_area_mm2,calibration_area_mm2,calibration_estimated,prime_tower_bbox,prime_tower_area_mm2,objects_on_plate,total_layers,print_height_mm,effective_layer_height_mm,variable_layer_height,layer_height_min_mm,layer_height_max_mm,layer_height_mean_mm,travel_distance_mm,travel_moves,travel_ratio_pct,retractions,z_hops,layers_gcode,total_extruded_filament_mm,feature_mix_pct,feature_filament_mm,prime_tower_filament_mm,support_filament_mm,outer_wall_loops,tool_changes_gcode,outer_loops_per_layer,layer_time_min_mean,layer_time_min_max,object_count_gcode,object_filament_mm_mean,object_filament_mm_min,object_filament_mm_max,color_changes_per_layer
X1C_Merkitty_Pink_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Merkitty_Pink_Ocean,X1C_Merkitty_Pink_Ocean_Data.tsv,X1C_Merkitty_Pink_Ocean_Full.gcode.3mf,X1C,Standard,Merkitty_Pink_Ocean,,Ocean,22.27,81,110,232.56,289.28,4,"[{""grams"": 20.72, ""color"": ""Esun Cold White""}, {""grams"": 10.0, ""color"": ""Esun Black""}, {""grams"": 140.66, ""color"": ""Esun Yellow""}, {""grams"": 117.9, ""color"": ""Esun Pink""}]",13.69,2.87,5.74,0.7,87.3,79.2,48366.8,61082.5,65536.0,504.0,3192.0,False,"[30.07, 14.63, 60.07, 39.88]",757.5,41,73,10.82,0.148,True,0.08,0.2,0.143,1682823.3,788272,39.5,635637,110606,73,170130.5,"{""outer_wall"": 38.2, ""infill"": 28.1, ""inner_wall"": 21.0, ""prime_tower"": 11.7, ""bridge"": 0.8, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 35684.5, ""outer_wall"": 64925.2, ""infill"": 47887.0, ""prime_tower"": 19865.5, ""overhang"": 196.6, ""bridge"": 1430.1}",19865.5,0.0,40068,113,548.9,18.44,68.0,41,3663.0,1853.0,3760.5,1.51
X1C_Mermaid_Blue_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Mermaid_Blue_Ocean,X1C_Mermaid_Blue_Ocean_Data.tsv,X1C_Mermaid_Blue_Ocean_Full.gcode.3mf,X1C,Standard,Mermaid_Blue_Ocean,,Ocean,22.03,69,143,214.8,275.73,4,"[{""grams"": 67.7, ""color"": ""Esun Cold White""}, {""grams"": 6.51, ""color"": ""Esun Black""}, {""grams"": 71.49, ""color"": ""Esun Beige""}, {""grams"": 130.03, ""color"": ""Esun Light Blue""}]",15.21,3.11,6.15,0.88,75.2,69.9,42751.0,61150.0,65536.0,504.0,3192.0,False,"[29.88, 15.0, 59.88, 38.0]",690.0,35,70,10.6,0.151,True,0.08,0.2,0.129,1994956.5,803330,46.3,663520,105972,70,165483.3,"{""outer_wall"": 40.9, ""infill"": 25.4, ""inner_wall"": 20.3, ""prime_tower"": 13.0, ""bridge"": 0.2, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 33515.3, ""outer_wall"": 67731.6, ""infill"": 42105.2, ""prime_tower"": 21477.2, ""overhang"": 234.4, ""bridge"": 278.0}",21477.2,0.0,51535,146,736.2,19.04,73.0,35,4112.9,2071.3,4184.7,2.04
X1C_Mermaid_Green_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Mermaid_Green_Ocean,X1C_Mermaid_Green_Ocean_Data.tsv,X1C_Mermaid_Green_Ocean_Full.gcode.3mf,X1C,Standard,Mermaid_Green_Ocean,,Ocean,25.08,79,159,241.01,307.2,4,"[{""grams"": 56.33, ""color"": ""Esun Cold White""}, {""grams"": 6.08, ""color"": ""Esun Black""}, {""grams"": 142.51, ""color"": ""Esun Peak Green""}, {""grams"": 102.28, ""color"": ""Esun Beige""}]",15.23,3.05,6.24,0.84,75.6,76.7,46843.5,61063.0,65536.0,504.0,3192.0,False,"[29.61, 15.0, 71.61, 33.5]",777.0,40,76,10.97,0.144,True,0.08,0.2,0.132,1934381.3,915746,41.5,762374,128891,76,191298.0,"{""outer_wall"": 37.3, ""inner_wall"": 28.3, ""infill"": 21.8, ""prime_tower"": 12.2, ""bridge"": 0.3, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 54145.8, ""outer_wall"": 71321.8, ""infill"": 41621.9, ""prime_tower"": 23351.5, ""overhang"": 193.9, ""bridge"": 521.6}",23351.5,0.0,55083,162,724.8,19.96,75.0,40,4197.6,2099.2,4264.4,2.09
X1C_Mermaid_Pink_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Mermaid_Pink_Ocean,X1C_Mermaid_Pink_Ocean_Data.tsv,X1C_Mermaid_Pink_Ocean_Full.gcode.3mf,X1C,Standard,Mermaid_Pink_Ocean,,Ocean,23.67,72,155,225.78,283.96,4,"[{""grams"": 63.88, ""color"": ""Esun Cold White""}, {""grams"": 5.04, ""color"": ""Esun Black""}, {""grams"": 81.55, ""color"": ""Esun Beige""}, {""grams"": 133.49, ""color"": ""Esun Pink""}]",15.77,3.14,6.29,0.81,73.0,71.1,43452.8,61150.0,65536.0,504.0,3192.0,False,"[30.11, 15.0, 60.11, 38.0]",690.0,37,77,11.06,0.144,True,0.084,0.2,0.124,2113753.7,886990,45.8,740352,121781,77,179912.2,"{""outer_wall"": 40.2, ""infill"": 25.8, ""inner_wall"": 22.1, ""prime_tower"": 11.5, ""bridge"": 0.2, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 39730.1, ""outer_wall"": 72339.5, ""infill"": 46494.8, ""prime_tower"": 20673.7, ""overhang"": 197.1, ""bridge"": 335.4}",20673.7,0.0,53631,158,696.5,18.58,76.0,37,4303.1,2180.9,4437.4,2.01
X1C_Mermaid_Purple_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Mermaid_Purple_Ocean,X1C_Mermaid_Purple_Ocean_Data.tsv,X1C_Mermaid_Purple_Ocean_Full.gcode.3mf,X1C,Standard,Mermaid_Purple_Ocean,,Ocean,22.02,69,142,214.78,275.98,4,"[{""grams"": 58.76, ""color"": ""Esun Cold White""}, {""grams"": 5.66, ""color"": ""Esun Black""}, {""grams"": 74.61, ""color"": ""Esun Brown""}, {""grams"": 136.95, ""color"": ""Esun Very Perri""}]",15.21,3.11,6.15,0.89,75.2,69.9,42751.0,61150.0,65536.0,504.0,3192.0,False,"[29.88, 15.0, 59.88, 38.0]",690.0,35,70,10.6,0.151,True,0.08,0.2,0.129,1992857.1,803297,46.3,663520,105960,70,165589.9,"{""outer_wall"": 40.9, ""infill"": 25.4, ""inner_wall"": 20.2, ""prime_tower"": 13.0, ""bridge"": 0.2, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 33516.1, ""outer_wall"": 67750.0, ""infill"": 42078.0, ""prime_tower"": 21591.9, ""overhang"": 234.4, ""bridge"": 278.0}",21591.9,0.0,51535,145,736.2,19.03,72.0,35,4112.9,2071.3,4184.7,2.03
X1C_Merman_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Merman_Ocean,X1C_Merman_Ocean_Data.tsv,X1C_Merman_Ocean_Full.gcode.3mf,X1C,Standard,Merman_Ocean,,Ocean,24.53,79,144,270.92,337.73,4,"[{""grams"": 4.97, ""color"": ""Esun Cold White""}, {""grams"": 138.24, ""color"": ""Esun Beige""}, {""grams"": 143.18, ""color"": ""Esun Orange""}, {""grams"": 51.34, ""color"": ""Esun Light Blue""}]",15.03,3.43,5.43,0.85,77.3,76.4,46746.8,61168.0,65536.0,504.0,3192.0,False,"[29.83, 15.0, 77.83, 29.0]",672.0,40,76,12.01,0.158,True,0.08,0.2,0.149,1979800.8,794986,39.6,628576,105403,76,182151.7,"{""outer_wall"": 34.7, ""infill"": 25.7, ""inner_wall"": 25.6, ""prime_tower"": 12.9, ""bridge"": 1.0, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 46669.7, ""outer_wall"": 63199.6, ""prime_tower"": 23512.9, ""infill"": 46723.2, ""overhang"": 75.2, ""bridge"": 1829.5}",23512.9,0.0,50001,147,657.9,19.52,70.0,40,3964.7,2013.9,4038.7,1.89
X1C_Narwhal_Common_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Narwhal_Common_Ocean,X1C_Narwhal_Common_Ocean_Data.tsv,X1C_Narwhal_Common_Ocean_Full.gcode.3mf,X1C,Standard,Narwhal_Common_Ocean,,Ocean,17.88,89,72,251.87,283.16,4,"[{""grams"": 11.45, ""color"": ""Esun Cold White""}, {""grams"": 13.53, ""color"": ""Esun Black""}, {""grams"": 252.2, ""color"": ""Esun Light Blue""}, {""grams"": 5.98, ""color"": ""Esun Warm White""}]",10.47,2.83,4.26,0.35,119.4,71.8,44166.2,61555.0,65536.0,504.0,3192.0,False,"[30.96, 15.0, 60.96, 24.5]",285.0,45,84,14.79,0.176,True,0.085,0.2,0.157,1416105.0,554159,36.3,424097,79997,84,134910.1,"{""outer_wall"": 39.2, ""infill"": 32.0, ""inner_wall"": 19.7, ""prime_tower"": 8.2, ""bridge"": 0.9, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 26529.6, ""outer_wall"": 52924.1, ""infill"": 43116.0, ""prime_tower"": 11020.1, ""overhang"": 14.6, ""bridge"": 1164.0}",11020.1,0.0,41809,75,497.7,12.83,59.0,45,2751.0,1397.0,2805.7,0.86
X1C_Narwhal_LEGENDARY_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Narwhal_LEGENDARY_Ocean,X1C_Narwhal_LEGENDARY_Ocean_Data.tsv,X1C_Narwhal_LEGENDARY_Ocean_Full.gcode.3mf,X1C,Standard,Narwhal_LEGENDARY_Ocean,,RARE Ocean,27.17,87,72,256.35,299.08,4,"[{""grams"": 17.41, ""color"": ""Esun Cold White""}, {""grams"": 15.86, ""color"": ""Esun Black""}, {""grams"": 254.65, ""color"": ""Eryone Silk (RYB)""}, {""grams"": 11.16, ""color"": ""Esun Warm White""}]",16.81,2.95,6.36,0.49,76.9,70.7,43083.8,60970.0,65536.0,504.0,3192.0,False,"[9.84, 40.64, 39.84, 69.64]",870.0,44,84,14.79,0.176,True,0.085,0.2,0.157,1566527.0,614333,37.6,471655,79959,84,140933.9,"{""outer_wall"": 36.8, ""infill"": 33.4, ""inner_wall"": 18.3, ""prime_tower"": 10.5, ""bridge"": 0.9, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 25833.5, ""outer_wall"": 51853.8, ""infill"": 47029.7, ""prime_tower"": 14867.3, ""overhang"": 6.5, ""bridge"": 1201.6}",14867.3,0.0,40712,75,484.7,19.53,49.0,44,2862.8,1431.0,2917.6,0.86
X1C_Octopus_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Octopus_Ocean,X1C_Octopus_Ocean_Data.tsv,X1C_Octopus_Ocean_Full.gcode.3mf,X1C,Standard,Octopus_Ocean,,Ocean,20.88,57,95,183.4,234.63,4,"[{""grams"": 8.25, ""color"": ""Esun Cold White""}, {""grams"": 14.39, ""color"": ""Esun Black""}, {""grams"": 180.35, ""color"": ""Esun Yellow""}, {""grams"": 31.64, ""color"": ""Esun Light Blue""}]",18.48,3.22,6.83,0.9,65.5,55.5,34032.0,61285.0,65536.0,504.0,3192.0,False,"[30.16, 15.0, 60.16, 33.5]",555.0,29,102,18.89,0.185,True,0.09,0.563,0.186,1521390.9,1308914,43.9,1180394,154712,102,190202.6,"{""outer_wall"": 45.9, ""inner_wall"": 28.6, ""infill"": 15.8, ""prime_tower"": 9.4, ""bridge"": 0.1, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""prime_tower"": 17924.5, ""inner_wall"": 54327.9, ""outer_wall"": 87321.4, ""infill"": 30015.3, ""overhang"": 225.8, ""bridge"": 246.2}",17924.5,0.0,86559,98,848.6,12.33,56.0,29,5937.6,3030.6,6068.0,0.93
X1C_Orca_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Orca_Ocean,X1C_Orca_Ocean_Data.tsv,X1C_Orca_Ocean_Full.gcode.3mf,X1C,Standard,Orca_Ocean,,Ocean,21.47,77,65,287.38,323.72,2,"[{""grams"": 90.62, ""color"": ""Esun Cold White""}, {""grams"": 233.1, ""color"": ""Esun Black""}]",14.91,3.73,4.48,0.47,86.1,68.1,41957.0,61636.9,65536.0,504.0,3192.0,False,"[30.9, 15.0, 60.9, 21.77]",203.1,39,102,18.57,0.182,True,0.125,0.2,0.171,1764110.9,819639,38.0,663014,144037,102,202489.9,"{""outer_wall"": 42.4, ""inner_wall"": 26.2, ""infill"": 23.8, ""prime_tower"": 6.2, ""bridge"": 1.1, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 53059.8, ""outer_wall"": 85926.2, ""infill"": 48253.6, ""prime_tower"": 12613.2, ""bridge"": 2269.5, ""overhang"": 226.1}",12613.2,0.0,68047,68,667.1,12.67,53.0,39,4865.7,2463.1,4960.7,0.64
X1C_Otter_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Otter_Ocean,X1C_Otter_Ocean_Data.tsv,X1C_Otter_Ocean_Full.gcode.3mf,X1C,Standard,Otter_Ocean,,Ocean,26.17,102,123,266.92,318.11,4,"[{""grams"": 11.47, ""color"": ""Esun Cold White""}, {""grams"": 10.35, ""color"": ""Esun Black""}, {""grams"": 266.76, ""color"": ""Esun Light Brown""}, {""grams"": 29.53, ""color"": ""Esun Bone White""}]",13.08,2.62,5.88,0.5,93.6,80.4,49080.8,61082.5,65536.0,504.0,3192.0,False,"[32.01, 12.9, 62.01, 38.15]",757.5,52,78,11.38,0.146,True,0.08,0.204,0.151,2372545.1,1075812,43.7,920332,143577,78,200626.2,"{""outer_wall"": 43.7, ""infill"": 26.2, ""inner_wall"": 20.1, ""prime_tower"": 9.0, ""bridge"": 0.8, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 40398.5, ""outer_wall"": 87768.6, ""infill"": 52547.4, ""prime_tower"": 18090.8, ""bridge"": 1667.4, ""overhang"": 12.0}",18090.8,0.0,58807,126,753.9,20.29,66.0,52,3509.3,1774.9,3633.2,1.58
X1C_Pirate_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Pirate_Ocean,X1C_Pirate_Ocean_Data.tsv,X1C_Pirate_Ocean_Full.gcode.3mf,X1C,Standard,Pirate_Ocean,,Ocean,34.85,84,213,299.1,400.48,4,"[{""grams"": 23.59, ""color"": ""Esun Cold White""}, {""grams"": 236.42, ""color"": ""Esun Black""}, {""grams"": 56.92, ""color"": ""Esun Red""}, {""grams"": 83.55, ""color"": ""Esun Beige""}]",19.84,3.56,6.99,1.21,57.8,77.3,47267.0,61175.0,65536.0,504.0,3192.0,False,"[40.29, 15.0, 110.29, 24.5]",665.0,43,91,13.35,0.147,True,0.08,0.201,0.149,2972014.8,1450394,45.8,1210458,213812,91,282097.7,"{""outer_wall"": 41.8, ""inner_wall"": 23.4, ""infill"": 21.4, ""prime_tower"": 12.6, ""bridge"": 0.8, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 66091.1, ""outer_wall"": 117894.1, ""infill"": 60230.8, ""prime_tower"": 35539.6, ""bridge"": 2186.4, ""overhang"": 14.1}",35539.6,0.0,83971,216,922.8,23.14,69.0,43,5733.9,2899.6,5889.9,2.34
X1C_ScubaDiver_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_ScubaDiver_Ocean,X1C_ScubaDiver_Ocean_Data.tsv,X1C_ScubaDiver_Ocean_Full.gcode.3mf,X1C,Standard,ScubaDiver_Ocean,,Ocean,35.45,101,173,365.6,446.63,4,"[{""grams"": 18.28, ""color"": ""Esun Light Blue""}, {""grams"": 225.11, ""color"": ""Esun Blue""}, {""grams"": 124.64, ""color"": ""Esun Yellow""}, {""grams"": 78.6, ""color"": ""Esun Black""}]",17.72,3.62,5.82,0.8,68.4,80.7,49355.5,61152.5,65536.0,504.0,3192.0,False,"[31.02, 15.0, 56.02, 42.5]",687.5,51,85,14.6,0.172,True,0.082,0.2,0.127,3218820.9,1573431,46.0,1321892,222008,85,302270.6,"{""outer_wall"": 40.3, ""inner_wall"": 26.5, ""infill"": 23.2, ""prime_tower"": 9.4, ""bridge"": 0.5, ""other"": 0.0, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 79962.3, ""outer_wall"": 121913.1, ""infill"": 70129.1, ""prime_tower"": 28509.0, ""overhang"": 24.5, ""bridge"": 1591.1}",28509.0,0.0,97399,176,1145.9,25.23,71.0,51,5367.2,2694.6,5444.1,2.04
X1C_Seal_Common_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Seal_Common_Ocean,X1C_Seal_Common_Ocean_Data.tsv,X1C_Seal_Common_Ocean_Full.gcode.3mf,X1C,Standard,Seal_Common_Ocean,,Ocean,22.65,91,81,314.44,353.57,4,"[{""grams"": 18.72, ""color"": ""Esun Cold White""}, {""grams"": 11.85, ""color"": ""Esun Black""}, {""grams"": 320.36, ""color"": ""Esun Silver""}, {""grams"": 2.64, ""color"": ""Esun Pink""}]",13.12,3.46,4.32,0.43,96.4,79.0,48528.5,61420.0,65536.0,504.0,3192.0,False,"[30.39, 15.0, 60.39, 29.0]",420.0,46,112,19.61,0.175,True,0.084,0.2,0.164,2099447.8,823098,40.0,679891,106300,112,175153.7,"{""outer_wall"": 40.0, ""infill"": 31.5, ""inner_wall"": 19.4, ""prime_tower"": 7.8, ""bridge"": 1.2, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""prime_tower"": 13732.4, ""inner_wall"": 33955.7, ""outer_wall"": 70054.2, ""infill"": 55206.3, ""overhang"": 0.3, ""bridge"": 2063.3}",13732.4,0.0,43355,84,387.1,12.17,67.0,46,3507.0,1757.4,3568.0,0.72
X1C_Seal_RARE_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Seal_RARE_Ocean,X1C_Seal_RARE_Ocean_Data.tsv,X1C_Seal_RARE_Ocean_Full.gcode.3mf,X1C,Standard,Seal_RARE_Ocean,,RARE Ocean,34.63,92,84,331.43,372.66,4,"[{""grams"": 10.21, ""color"": ""Esun Cold White""}, {""grams"": 13.76, ""color"": ""Esun Black""}, {""grams"": 346.64, ""color"": ""Sunlu Silk (Pink)""}, {""grams"": 2.05, ""color"": ""Esun Pink""}]",20.57,3.6,6.27,0.45,63.8,79.8,49065.2,61465.0,65536.0,504.0,3192.0,False,"[30.39, 15.0, 60.39, 27.5]",375.0,47,112,19.61,0.175,True,0.084,0.2,0.164,1672911.4,842193,33.0,671329,105750,112,181464.4,"{""outer_wall"": 37.1, ""infill"": 34.6, ""inner_wall"": 19.5, ""prime_tower"": 8.0, ""bridge"": 0.7, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""inner_wall"": 35438.0, ""outer_wall"": 67362.4, ""infill"": 62737.9, ""prime_tower"": 14463.2, ""overhang"": 0.2, ""bridge"": 1321.1}",14463.2,0.0,44289,87,395.4,18.63,58.0,47,3551.3,1825.3,3696.1,0.75
X1C_SeaSnail_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_SeaSnail_Ocean,X1C_SeaSnail_Ocean_Data.tsv,X1C_SeaSnail_Ocean_Full.gcode.3mf,X1C,Standard,SeaSnail_Ocean,,Ocean,34.33,138,151,454.56,546.75,4,"[{""grams"": 25.47, ""color"": ""Esun Cold White""}, {""grams"": 6.83, ""color"": ""Esun Black""}, {""grams"": 368.96, ""color"": ""Esun Purple""}, {""grams"": 145.49, ""color"": ""Esun Yellow""}]",12.55,3.29,4.53,0.67,96.5,81.7,50123.0,61370.0,65536.0,504.0,3192.0,False,"[24.12, 15.48, 64.12, 27.23]",470.0,64,143,24.08,0.168,True,0.135,0.2,0.168,2945335.6,1030691,37.2,761239,149811,143,265116.0,"{""outer_wall"": 36.6, ""inner_wall"": 26.2, ""infill"": 24.3, ""prime_tower"": 12.1, ""bridge"": 0.7, ""other"": 0.1, ""overhang"": 0.0}","{""other"": 141.6, ""prime_tower"": 32071.6, ""inner_wall"": 69465.6, ""outer_wall"": 96912.3, ""infill"": 64511.1, ""bridge"": 1965.5, ""overhang"": 48.4}",32071.6,0.0,72358,154,506.0,14.44,72.0,64,3640.5,1710.7,5091.7,1.06
X1C_SpottedSeaTurtle_Blue_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_SpottedSeaTurtle_Blue_Ocean,X1C_SpottedSeaTurtle_Blue_Ocean_Data.tsv,X1C_SpottedSeaTurtle_Blue_Ocean_Full.gcode.3mf,X1C,Standard,SpottedSeaTurtle_Blue_Ocean,,Ocean,20.72,51,123,212.35,259.05,4,"[{""grams"": 25.35, ""color"": ""Esun Cold White""}, {""grams"": 5.56, ""color"": ""Esun Black""}, {""grams"": 146.66, ""color"": ""Esun Light Blue""}, {""grams"": 81.48, ""color"": ""Esun Yellow""}]",19.94,4.16,5.85,0.92,59.1,62.9,38585.2,61352.5,65536.0,504.0,3192.0,False,"[188.57, 11.71, 218.57, 27.96]",487.5,26,80,12.76,0.16,True,0.106,0.5,0.168,1888996.5,658194,44.1,496121,101321,80,153070.6,"{""outer_wall"": 37.6, ""infill"": 26.4, ""inner_wall"": 23.4, ""prime_tower"": 10.8, ""bridge"": 1.5, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 35856.6, ""outer_wall"": 57569.1, ""infill"": 40419.2, ""prime_tower"": 16539.5, ""bridge"": 2336.8, ""overhang"": 207.6}",16539.5,0.0,46518,126,581.5,15.63,53.0,26,5248.5,2669.5,5402.8,1.54
X1C_SpottedSeaturtle_Green_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_SpottedSeaturtle_Green_Ocean,X1C_SpottedSeaturtle_Green_Ocean_Data.tsv,X1C_SpottedSeaturtle_Green_Ocean_Full.gcode.3mf,X1C,Standard,SpottedSeaturtle_Green_Ocean,,Ocean,20.73,51,124,212.35,259.04,4,"[{""grams"": 19.65, ""color"": ""Esun Cold White""}, {""grams"": 4.81, ""color"": ""Esun Black""}, {""grams"": 154.82, ""color"": ""Esun Peak Green""}, {""grams"": 79.76, ""color"": ""Esun Green""}]",19.92,4.16,5.86,0.92,59.0,62.9,38585.2,61352.5,65536.0,504.0,3192.0,False,"[188.57, 11.71, 218.57, 27.96]",487.5,26,80,12.76,0.16,True,0.106,0.5,0.168,1889539.8,658236,44.1,496112,101321,80,153046.0,"{""outer_wall"": 37.6, ""infill"": 26.4, ""inner_wall"": 23.4, ""prime_tower"": 10.8, ""bridge"": 1.5, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 35859.8, ""outer_wall"": 57572.3, ""infill"": 40412.0, ""prime_tower"": 16516.5, ""bridge"": 2336.0, ""overhang"": 207.6}",16516.5,0.0,46518,127,581.5,15.65,53.0,26,5248.5,2669.5,5402.8,1.55
X1C_Starfish_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Starfish_Ocean,X1C_Starfish_Ocean_Data.tsv,X1C_Starfish_Ocean_Full.gcode.3mf,X1C,Standard,Starfish_Ocean,,Ocean,17.03,70,45,169.74,187.94,4,"[{""grams"": 5.42, ""color"": ""Esun Cold White""}, {""grams"": 2.42, ""color"": ""Esun Black""}, {""grams"": 170.91, ""color"": ""Esun Pink""}, {""grams"": 9.19, ""color"": ""Esun Yellow""}]",13.3,2.42,6.02,0.26,98.6,58.8,36032.5,61330.0,65536.0,504.0,3192.0,False,"[29.78, 15.0, 59.78, 32.0]",510.0,36,57,9.49,0.166,True,0.08,0.2,0.149,1194369.6,1066466,40.7,957755,130925,57,154913.6,"{""outer_wall"": 43.3, ""inner_wall"": 32.2, ""infill"": 19.7, ""prime_tower"": 4.2, ""bridge"": 0.3, ""overhang"": 0.2, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 49851.0, ""outer_wall"": 67072.6, ""prime_tower"": 6442.3, ""infill"": 30573.7, ""overhang"": 373.6, ""bridge"": 458.7}",6442.3,0.0,66043,48,1158.6,18.11,69.0,36,4121.0,2105.4,4253.3,0.79
X1C_Stingray_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Stingray_Ocean,X1C_Stingray_Ocean_Data.tsv,X1C_Stingray_Ocean_Full.gcode.3mf,X1C,Standard,Stingray_Ocean,,Ocean,14.72,66,67,189.43,227.95,4,"[{""grams"": 14.51, ""color"": ""Esun Cold White""}, {""grams"": 174.35, ""color"": ""Esun Pink""}, {""grams"": 30.23, ""color"": ""Esun Yellow""}, {""grams"": 8.86, ""color"": ""Esun Black""}]",11.17,2.87,4.66,0.58,107.6,70.5,43341.2,61465.0,65536.0,504.0,3192.0,False,"[29.19, 15.0, 59.19, 27.5]",375.0,34,64,10.69,0.167,True,0.117,0.2,0.155,1155303.8,450741,36.2,347581,72537,64,118186.6,"{""outer_wall"": 39.4, ""infill"": 24.9, ""inner_wall"": 23.0, ""prime_tower"": 11.4, ""bridge"": 1.1, ""overhang"": 0.1, ""other"": 0.1}","{""other"": 141.6, ""prime_tower"": 13445.0, ""inner_wall"": 27198.0, ""outer_wall"": 46553.3, ""infill"": 29431.9, ""bridge"": 1246.9, ""overhang"": 169.9}",13445.0,0.0,36926,70,577.0,13.89,45.0,34,3077.8,1595.7,3189.6,1.05
X1C_Walrus_Ocean,C:\ZB_Designs\Ocean\X1C_Ocean\X1C_Standard_Ocean\X1C_Walrus_Ocean,X1C_Walrus_Ocean_Data.tsv,X1C_Walrus_Ocean_Full.gcode.3mf,X1C,Standard,Walrus_Ocean,,Ocean,25.77,77,154,291.61,362.33,4,"[{""grams"": 21.7, ""color"": ""Esun Cold White""}, {""grams"": 8.38, ""color"": ""Esun Black""}, {""grams"": 297.78, ""color"": ""Esun Light Brown""}, {""grams"": 34.47, ""color"": ""Esun Bone White""}]",16.2,3.79,5.3,0.92,71.7,75.7,46414.5,61334.0,65536.0,504.0,3192.0,False,"[28.92, 15.0, 50.92, 38.0]",506.0,39,123,20.18,0.164,True,0.08,0.2,0.156,2032474.6,931058,39.5,763777,121545,123,197302.4,"{""outer_wall"": 38.3, ""infill"": 24.4, ""inner_wall"": 23.3, ""prime_tower"": 12.6, ""bridge"": 1.2, ""overhang"": 0.2, ""other"": 0.1}","{""other"": 141.6, ""inner_wall"": 45963.4, ""outer_wall"": 75518.6, ""infill"": 48141.8, ""prime_tower"": 24896.3, ""overhang"": 311.0, ""bridge"": 2329.6}",24896.3,0.0,56446,157,458.9,12.6,66.0,39,4419.6,2234.3,4510.1,1.25
